wiki_commons_id,wiki_data_q,depicts
142191976,"['Q120835993', 'Q2474993', 'Q3746467', 'Q124301211', 'Q124461277', 'Q124463244', 'Q124472118']","['Daniel Lozano', 'Vicentico', 'Flavio Cianciarulo', 'FLORIAN', 'Mario Siperman', 'Joaquín De Francisco', 'Astor Cianciarulo']"
5502130,['Q5451470'],['Fire Station No. 25']
76592861,"['Q7578326', 'Q14970', 'Q1207449']","['péniche', 'tanker', 'Deûle']"
135601448,['Q28221368'],['1870 Alabama gubernatorial election']
110717077,"['Q355304', 'Q503958', 'Q737114']","['watercourse', 'streetlight', 'Maidstone']"
44124037,['Q194068'],['Apollo 15']
109962990,['Q219656'],['Macon']
67115292,['Q1455'],['field hockey']
121304009,"['Q105889895', 'Q1468524', 'Q16970', 'Q2749813', 'Q27507353']","['religious site', 'city center', 'church building', 'churchyard', 'Brecon']"
68083416,['Q3305291'],['Fuente de la India']
139494013,"['Q355304', 'Q532', 'Q105889895', 'Q7999584']","['watercourse', 'village', 'religious site', 'Wiggenhall St Germans']"
41466134,['Q3407658'],['tram']
81214599,['Q317071'],['Cristian Fiél']
146007411,['Q57174'],['Franz Halder']
107589225,['Q7010705'],['New Orleans Central Business District']
62567283,['Q3430097'],['Ribat of Monastir']
107029173,['Q16666184'],['Nathalie Loiseau']
24978430,['Q175938'],['VAZ-2103']
128269943,['Q23003028'],['Montville Memorial Precinct']
29474237,['Q271523'],['Mae Murray']
100078168,['Q20987386'],['Coffee production in Sri Lanka']
80163347,['Q71995553'],['Fairwandel']
107847771,"['Q34442', 'Q1468524', 'Q1656682', 'Q174782', 'Q179351']","['road', 'city center', 'event', 'square', 'City of Westminster']"
125969841,"['Q15324', 'Q21074886']","['body of water', 'Crowle and Ealand']"
72280441,['Q9141'],['Taj Mahal']
144217516,['Q525'],['Sun']
130309091,['Q117367212'],[None]
81949181,['Q97119434'],['Siwana Fort']
57785007,['Q6479403'],['Lakewood Heights']
8165134,['Q351018'],['Gustav Larsson']
124513166,['Q117459440'],['Empresa Municipal de Transportes de Madrid Museum']
22071164,['Q2686856'],['church of Zuidhorn']
47562462,['Q60614512'],['Sensation of danger']
109648864,['Q392371'],['Christian cross']
121377435,['Q191739'],['Florence Cathedral']
141665981,"['Q3947', 'Q34442', 'Q68815974']","['house', 'road', 'Kirknewton']"
134183629,['Q120474865'],['Max Nester']
103164016,"['Q12280', 'Q24663689']","['bridge', 'Warkworth']"
127999090,['Q2728714'],['Hiromi Miyake']
131241968,"['Q55075651', 'Q5004679', 'Q1892596']","['upland', 'path', 'Rochdale']"
114598265,"['Q93352', 'Q15324', 'Q2579721']","['coast', 'body of water', 'Camber']"
123471077,['Q580499'],['oratory']
123422671,['Q945251'],['parc de Bercy']
36413440,['Q106843039'],['St. Peter und Paul']
130525132,['Q840330'],['pommel horse']
133266579,"['Q1092661', 'Q8063', 'Q68814960']","['moorland', 'rock', 'Barr']"
16440872,['Q17609560'],['Strandbad Winterswijk']
56163361,['Q35827'],['Río de la Plata']
21671378,['Q97613934'],['Muruganathasvami Temple']
55655928,['Q28950426'],['Pearce Hanna']
140149379,['Q123336354'],['Beschreibung der Gemeinde Speicher']
122653740,"['Q532', 'Q27590', 'Q668878']","['village', 'heath', 'Berkswich']"
94456272,['Q746410'],['Chaharbagh (Isfahan)']
4523226,['Q2375047'],['Synagogue of Foussemagne']
11098341,['Q2327239'],['Stadthalle Görlitz']
52129305,['Q106367404'],['Odysseus i cyklopen Polyfemos grotta']
96116427,['Q101541984'],['Lady Barkley at the Old Wharf']
23902621,['Q1811227'],['Lebuinuskerk']
110087617,"['Q93352', 'Q23442', 'Q107679', 'Q191992']","['coast', 'island', 'cliff', 'headland']"
14890716,['Q427087'],['non-coding RNA']
29810825,['Q901058'],['Vehicle Assembly Building']
138444627,['Q26410552'],['Dovecote At Charlton House']
104218569,"['Q39715', 'Q1974657']","['lighthouse', 'St Merryn']"
107031430,"['Q22733', 'Q527391']","['garage', 'Bridlington']"
113445507,"['Q93352', 'Q1973774']","['coast', 'Newcastle']"
105162190,"['Q12280', 'Q68815366']","['bridge', 'Dunfermline']"
138256235,"['Q188509', 'Q79007', 'Q1617704']","['suburb', 'street', 'Dudley']"
67019116,['Q1583523'],['Emporia']
103956208,"['Q1049667', 'Q208201']","['road surface', 'London Borough of Bromley']"
141921438,"['Q5004679', 'Q355304', 'Q2552715']","['path', 'watercourse', 'Chailey']"
28587552,['Q17552830'],"['Church of St Mary, Lambeth']"
113690059,['Q79302184'],['Tea House']
107080389,"['Q7481320', 'Q1000115']","['drainage', 'Faversham']"
128487599,"['Q503630', 'Q59346603']","['André Leducq', 'Alessandro Catalani']"
105378483,"['Q34442', 'Q68815010']","['road', 'Boleskine and Abertarff']"
36201703,['Q16917'],['hospital']
117595204,"['Q655686', 'Q212198', 'Q1026448']","['commercial building', 'pub', 'Calderdale']"
94261436,['Q9141'],['Taj Mahal']
80315365,['Q116288728'],['topless man']
133267865,"['Q355304', 'Q34442', 'Q47053', 'Q2022554']","['watercourse', 'road', 'estuary', 'Shaldon']"
21582327,['Q39803'],['Mario Vargas Llosa']
121251017,['Q36972501'],['Mercado']
114643622,['Q5559190'],['Gibraltar Point']
102690898,"['Q12280', 'Q181862']","['bridge', 'County Clare']"
126987520,"['Q207934', 'Q1807270']","['allée', 'Lauda']"
134252870,['Q4504495'],['award ceremony']
13523483,['Q17533019'],['Warehouse A']
44344469,['Q11738980'],['Kielce train station']
109179530,['Q652657'],['drain cover']
142329900,"['Q801', 'Q167677', 'Q28823', 'Q21170099']","['Israel', 'Yavne', 'textile', 'Industries']"
118817228,['Q188675'],['signature']
95991871,['Q99954749'],['The Coroners (Compensation) Regulations 1975']
122118721,['Q3345501'],['Cellular Jail']
80078594,['Q41237049'],['Holzerhütte']
137121531,"['Q34442', 'Q183539']","['road', 'County Louth']"
137200939,"['Q11451', 'Q1092661', 'Q985313']","['agriculture', 'moorland', 'Ingleton']"
115382324,['Q11938221'],['Mèder']
28685391,['Q30088616'],['29 Market Square in Ząbkowice Śląskie']
93557890,['Q1593019'],['Kvænangen']
130672333,"['Q2445867', 'Q4817893']","['Interstate 40 in North Carolina', 'U.S. Route 70 in North Carolina']"
73215168,['Q42791440'],[None]
21460642,['Q42807202'],[None]
39847088,['Q19836190'],['Peach Tree in Blossom']
105124878,['Q188675'],['signature']
63234384,['Q34486'],['helicopter']
126064471,['Q114176157'],[None]
47128252,['Q106480339'],['St. Lubentius']
79245688,['Q3358725'],['Ouvrage Fermont']
78099379,['Q15376365'],['Epacris pauciflora']
127984134,"['Q5004679', 'Q7998321']","['path', 'Wicken']"
63961701,['Q105816154'],['Ossario']
11594336,['Q17254936'],"['Turfmarkt 16, Haarlem']"
113328017,['Q110072132'],"['Brewers Hall, Addle Street']"
142005692,['Q16205877'],['Mark D. Levine']
28579800,['Q2971725'],['Château du Lieu-Dieu']
70924537,['Q121059121'],['Category:Politparade Bunt ist das neue blau-weiß (2018)']
37942405,['Q96870'],['Gisela Fischdick']
137836117,"['Q122644105', 'Q46940', 'Q14659', 'Q49622', 'Q397']","['Ilustre Colegio de Abogados de Alcalá de Henares', 'Alcalá de Henares', 'coat of arms', '2023', 'Latin']"
39189547,['Q142554'],['cosplay']
112914759,['Q109474303'],['Matteo Weiß']
11471169,['Q83578'],['Asger Jorn']
106733276,['Q105003877'],[None]
132017890,['Q3956186'],['Sergio Mattarella']
146830720,['Q124007487'],['Abbas Mowzoon']
141971488,"['Q801', 'Q1132126', 'Q11032', 'Q49836', 'Q60168802', 'Q9174']","['Israel', 'Yedioth Ahronoth', 'newspaper', 'wedding', None, 'religion']"
94610636,['Q9386781'],['Żupny Castle']
92811471,['Q15967914'],['Frederick Robertson']
84821124,['Q117040761'],['Saikeyi Jubayi']
127359128,"['Q55075651', 'Q5004679', 'Q34442', 'Q1092661', 'Q2796599']","['upland', 'path', 'road', 'moorland', 'Appletreewick']"
73176248,['Q56023423'],['Viale Minnetti']
59809504,"['Q756', 'Q4785']","['plant', 'nest']"
36964772,['Q26837652'],['Simone Holtznagel']
78264420,"['Q828144', 'Q102225093']","['floor exercise', 'Axel Pillai']"
117327616,['Q489357'],['farmhouse']
145528841,['Q1205058'],['Minamiaizu']
27617575,['Q14928433'],['Antonio Gonzalo Lindín']
67660793,['Q26843'],['orca']
13733934,['Q5113'],['bird']
125997568,"['Q115210038', 'Q598168']","['Luca Scheper', 'vault']"
128119785,"['Q117040619', 'Q117040642']","['Devin Wardrope', 'Cole Anthony Zajanski']"
111415327,"['Q101246509', 'Q828144']","['Omar Ateyeh', 'floor exercise']"
128861272,"['Q3947', 'Q1468524', 'Q1011096']","['house', 'city center', 'Deal']"
24069565,['Q2280641'],['Badpaviljoen Domburg']
128679073,"['Q3947', 'Q2458749']","['house', 'Whimple']"
35550062,['Q65103901'],['Richard Caples Building']
113159442,['Q385354'],['web banner']
131484809,"['Q1288713', 'Q24688789']","['Erythronium umbilicatum', 'Erythronium umbilicatum subsp. umbilicatum']"
83379418,['Q598168'],['vault']
131350755,['Q4009798'],['Vera Bergman']
110139728,"['Q34442', 'Q20986424']","['road', 'Birmingham']"
144749033,"['Q177634', 'Q5120788', 'Q16022392', 'Q1329623']","['community', 'cinema of Peru', 'edit-a-thon', 'cultural center']"
29490292,['Q109877905'],['A Man Filling Wet Drug Jars in an Apothecary Shop']
57222866,['Q241092'],['Debbie Stabenow']
128852954,"['Q532', 'Q34442', 'Q43193', 'Q1752137']","['village', 'road', 'truck', 'Dundrod']"
107249722,"['Q16556730', 'Q5444365']","['market stall', 'Fermanagh and Omagh']"
107411623,"['Q12284', 'Q2289256']","['canal', 'Sulhamstead']"
101985291,['Q8049780'],['Yasiel Puig']
75762035,['Q18719441'],['Joey Graceffa']
127547121,['Q115758740'],['Tereza Jelínková']
43251641,['Q2721215'],['José María Buljubasich']
62105232,['Q7835942'],['Travel Town Museum']
106868289,['Q1780228'],['Halvergate']
128894894,"['Q1006733', 'Q188509', 'Q1554129']","['grassland', 'suburb', 'Louth']"
64480923,['Q486680'],['transvestism']
129129851,"['Q3947', 'Q188509', 'Q34442', 'Q506', 'Q915954']","['house', 'suburb', 'road', 'flower', 'Trafford']"
123785383,"['Q11451', 'Q60776']","['agriculture', 'Annalong']"
20602926,['Q41289692'],['Kirchplatz 2']
75610301,['Q3901730'],['Phyllis George']
146474272,['Q525'],['Sun']
84446942,['Q30164376'],['Matt Western']
109253244,['Q108255117'],['Kyivska Street']
24076753,['Q42402540'],['electrocardiogram']
89736834,['Q273362'],['Gaby Deslys']
71466922,['Q146'],['house cat']
109827690,['Q3936928'],['Cesine']
28058879,['Q1466926'],['Valencia Cathedral']
112614335,"['Q55075651', 'Q68816235']","['upland', 'Moulin']"
61191534,['Q1336441'],['Vasili Kuznetsov']
130483244,"['Q3241565', 'Q2509369']","['woodland', 'Horsted Keynes']"
76986041,['Q1846241'],['Mercuriusfontein']
90497053,"['Q8441', 'Q134307']","['man', 'portrait']"
125986515,"['Q115210023', 'Q623270']","['Klaas-Jan Zwolsma', 'horizontal bar']"
134225467,"['Q355304', 'Q23442', 'Q80967']","['watercourse', 'island', 'Outer Hebrides']"
96526226,['Q102191784'],"['Cherwell, Mesopotamia']"
133550216,"['Q655686', 'Q5052267']","['commercial building', 'Cathedral Quarter, Belfast']"
126211280,"['Q34442', 'Q1612283']","['road', 'Brockenhurst']"
48256513,['Q23944024'],['Ludwik Domoń']
35418255,['Q3656045'],['Râșnov Citadel']
4251406,['Q3327430'],['Grachtenboek']
35335896,['Q3649219'],['Cabot Square']
115585860,"['Q55075651', 'Q15324', 'Q1092661', 'Q2238052']","['upland', 'body of water', 'moorland', ""St John's Castlerigg and Wythburn""]"
56906918,['Q61623689'],['Jesus and the Centurion']
75412990,['Q652657'],['drain cover']
140100730,"['Q532', 'Q3947', 'Q34442', 'Q1788454', 'Q2070180']","['village', 'house', 'road', 'road junction', 'Stone with Bishopstone and Hartwell']"
23129366,['Q64512947'],[None]
77692062,"['Q63285484', 'Q8059166']","['Arlington Museum of Art', 'Youth Art Month']"
94085060,['Q9167784'],['Basilica on the Holy Mountain']
136529393,['Q30931344'],['Sâmia Bomfim']
42879031,['Q22942827'],"['Maison, 30 Rue de la Foulerie']"
101664741,['Q15377750'],['Erica caterviflora']
85837810,"['Q3063771', 'Q9210345', 'Q2016382', 'Q467', 'Q17221579', 'Q708965']","['hibachi', 'tanzen', 'ohaguro', 'woman', 'hibashi', 'Mino']"
115558831,"['Q56397239', 'Q11451', 'Q68815032']","['energy infrastructure', 'agriculture', 'Boyndie']"
72073876,['Q7546539'],['Smriti Irani']
129833788,['Q6280140'],['Josef Schejbal']
113798309,"['Q3947', 'Q188509', 'Q34442', 'Q909146']","['house', 'suburb', 'road', 'Godalming']"
143299312,"['Q1311670', 'Q93301', 'Q420962', 'Q171043', 'Q67533246']","['rail infrastructure', 'locomotive', 'heritage railway', 'steam locomotive', 'Leicestershire']"
18213563,['Q3061687'],['Sarcococca hookeriana']
109783773,"['Q105945691', 'Q179424']","['derelict building', 'County Donegal']"
130738888,"['Q97398061', 'Q6922218']","['Mount Mitchell Observation Deck', 'Mount Mitchell State Park']"
84061172,['Q57384821'],['Vennbusch']
135085403,"['Q756', 'Q76419950']","['plant', 'information board']"
138444390,['Q26400216'],['High Greengate And Cottage']
